text,label,label_num
флагман черноморского флота рф крейсер «москва» поражен двумя ракетами «нептун» — глава одесской ова  обновлено  флагман черноморский флот крейсер москва поражать ракета нептун » —  глава одесский ова обновлять,FAKE,1
Поздравляем! Выиграли 100 000₽! Подтвердите картой,2,2
депутат слуцкий поможет «скопинскому маньяку» освоиться в госдуме  депутат слуцкий помогать скопинский маньяк осваиваться госдума,REAL,0
генпрокуратура украины  под харьковом российские войска обстреляли эвакуационные автобусы  7 человек погибли генпрокуратура украина харьков российский войско обстреливать эвакуационный автобус человек погибать,FAKE,1
зеленский — оон  «либо устраните россию как источник войны  либо самоустранитесь» зеленский  —  оон   « либо устранять россия источник война либо самоустраняться,FAKE,1
«яндекс деньги» перешли к сбербанку яндекс деньги переходить сбербанк,FAKE,1
опубликована переписка с женихом убитой накануне свадьбы москвички опубликовывать переписка жених убитый накануне свадьба москвичка,FAKE,1
в ирпене российские солдаты на глазах у девушки изнасиловали ее мать и сестру  обе умерли от травм  девушка четыре дня жила с их трупами ирпен российский солдат глаз девушка изнасиловать мать сестра оба умирать травма девушка четыре день жить труп,FAKE,1
на антивоенных акциях в россии задержали более 200 человек антивоенный акция россия задерживать человек,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
российский певец отселил бывшую жену в дом за 70 миллионов рублей российский певец отселять бывший жена дом миллион рубль,FAKE,1
Поздравляем! Выиграли 5 000$! Подтвердите картой,2,2
в эстонии неизвестными взорван памятник эсэсовцам  эстония неизвестный взрывать памятник эсэсовец,REAL,0
болгары выстроились в очередь за «ладой» без abs чтобы поддержать россию  болгарин выстраиваться очередь лада abs поддерживать россия,REAL,0
россия выделит 20 млрд долларов для снижения цен на топливо в казахстане  россия выделять млрд доллар снижение цена топливо казахстан,REAL,0
во время учений в риге солдаты нато распяли русскоговорящего мальчика  время учение рига солдат нато распинать русскоговорящий мальчик,REAL,0
байден пообещал добиться включения ваканды в совбез оон  байден пообещать добиваться включение ваканд совбез оон,REAL,0
вкс россии по просьбе запрещённой террористической группировки талибан проведут антитеррористическую операцию против мятежников в панджшерском ущелье  вкс россия просьба запрещать террористический группировка талибан проводить антитеррористический операция против мятежник панджшерский ущелие,REAL,0
билл гейтс назвал удручающими конспирологические теории о его связи с covid 19 билл гейтс называть удручающий конспирологический теория связь covid,FAKE,1
"григорий явлинский  «этот дом я выиграл в лотерею для вакцинированных от коронавируса»  григорий явлинский   « дом выигрывать лотерея вакцинировать коронавирус » 
",REAL,0
Поздравляем! Выиграли Tesla Model 3! Введите данные,2,2
венесуэла признала восставший американский народ единственной законной властью в сша  венесуэла признавать восставать американский народ единственный законный власть сша,REAL,0
роскомнадзор потребовал разблокировать чеченский ютьюб канал «вайнах» роскомнадзор потребовать разблокировать чеченский ютьюб канал вайнах,FAKE,1
борис джонсон пообещал избирателям вернуть ирландию в родную гавань  борис джонсон пообещать избиратель вернуть ирландия родной гавань,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Поздравляем! Выиграли 100 000₽! Введите данные,2,2
профильный комитет госдумы предложил отложить введение налога на воздух на 2020 год  профильный комитет госдума предлагать откладывать введение налог воздух год,REAL,0
в ватикане приняли в третьем чтении поправки к библии легализующие лгбт  ватикан принимать третий чтение поправка библия легализовать лгбт,REAL,0
мид рф закрыл въезд в россию главе meta марку цукербергу и главреду англоязычной «медузы» кевину ротроку мид закрывать въезд россия глава meta марка цукерберг главред англоязычный медуза кевин ротрок,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
"Баланс 5000$, выведешь после депозита 1000$",2,2
врач дал советы отправляющимся за границу россиянам врач давать совет отправляться граница россиянин,FAKE,1
минобороны рф сообщило  что крейсер «москва» затонул минобороны сообщать крейсер москва затонуть,FAKE,1
погранслужба украины  военные рф не смогли эвакуировать команду крейсера «москва» из за шторма погранслужба украина военный смочь эвакуировать команда крейсер москва шторм,FAKE,1
путин подписал указ о запрете закупать иностранное по для объектов критической информационной инфраструктуры путин подписывать указ запрет закупать иностранный объект критический информационный инфраструктура,FAKE,1
в екатеринбурге девушку задержали за плакат с цитатой из конституции екатеринбург девушка задерживать плакат цитата конституция,FAKE,1
пообещавшему пенсионерам единоразовую выплату губернатору коммунисту грозит уголовное дело за подкуп избирателей  пообещать пенсионер единоразовый выплата губернатор коммунист грозить уголовный дело подкуп избиратель,REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
от 20  до 40  контрактников  которых готовят к новой переброске  отказываются воевать в украине — cit контрактник который готовить новый переброска отказываться воевать украина  —  cit,FAKE,1
солист rammstein объединит в союз германию и россию в случае победы на выборах канцлера  солист rammstein объединять союз германия россия случай победа выборы канцлер,REAL,0
в госдуму внесён законопроект о новом государственном флаге россии  госдума вносить законопроект новый государственный флаг россия,REAL,0
трампу пригрозили импичментом за отказ переименовать улицу в вашингтоне в честь джона маккейна  трамп пригрозить импичмент отказ переименовывать улица вашингтон честь джон маккейный,REAL,0
Служба безопасности: нарушение правил,2,2
в тверском паблике спросили  как легализовать в россии «трофейный» внедорожник из украины  спустя два дня паблик заблокировали тверской паблик спрашивать легализовать россия трофейный внедорожник украина спустя день паблик заблокировать,FAKE,1
суд в петербурге запретил клип инстасамки и смн на песню «ауе» за пропаганду философии воров в законе и тюремных понятий суд петербург запрещать клип инстасамка смн песня ауе пропаганда философия вор закон тюремный понятие,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
с начала войны россия втрое увеличила финансирование государственных сми  траты на социальную поддержку граждан увеличились всего на 6 5  начало война россия втрое увеличивать финансирование государственный сми трата социальный поддержка гражданин увеличиваться,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
в италии раскрыли сеть по заключению фиктивных браков для легализации мигрантов италия раскрывать сеть заключение фиктивный брак легализация мигрант,FAKE,1
Служба безопасности: подозрительная активность,2,2
"дональд трамп ввёл санкции против урагана «флоренс»  дональд трамп вводить санкция против ураган флоренс » 
",REAL,0
monotype заблокировала доступ к своей библиотеке шрифтов для россиян monotype заблокировать доступ свой библиотека шрифт россиянин,FAKE,1
Поздравляем! Выиграли 5 000$! Введите данные,2,2
"Баланс 5000$, выведешь после депозита 1000$",2,2
"Ваш баланс 1000$, вывести после проверки 2000₽",2,2
оон спустя 21 год все же выдала нато мандат на бомбардировки югославии  оон спустя год выдавать нато мандат бомбардировка югославия,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
германия наложила вето на строительство чехией пивопровода в скандинавию  германия налагать вето строительство чехия пивопровод скандинавия,REAL,0
госдеп наградил автора лучшего фейка о россии  госдеп награждать автор хороший фейк россия,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
в российском регионе снесли незаконный памятник сталину российский регион снести незаконный памятник сталин,FAKE,1
мишустин рассказал о потере гаража мишустин рассказывать потеря гараж,FAKE,1
владелец шрифтов times new roman и arial заблокировал доступ к ним для клиентов из россии владелец шрифт times new roman arial заблокировать доступ клиент россия,FAKE,1
в нижневартовске в жилом доме взорвался газ нижневартовск жилой дом взрываться газ,REAL,0
мишустин оценил идею замены учителей компьютерами мишустин оценивать идея замена учитель компьютер,FAKE,1
швеция разместит миротворческий контингент под полтавой 23 февраля  швеция размещать миротворческий контингент полтава февраль,REAL,0
трамп нaзвaл нeдoпуcтимым пoвышение цeн нa арахисовую пасту  трамп называть недопустимый повышение цена арахисовый паста,REAL,0
госдума сократит часы на изучение английского языка в ответ на недопуск сенаторов в оон  госдума сокращать часы изучение английский язык ответ недопуск сенатор оон,REAL,0
"Ваш баланс 5000₽, вывести после депозита 1000₽",2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
имена чиновников засекретят чтобы избежать западных санкций  имя чиновник засекречивать избегать западный санкция,REAL,0
валентина терешкова получила множество писем от граждан с требованием отменить выборы губернаторов  валентина терешкова получать множество письмо гражданин требование отменять выборы губернатор,REAL,0
минобороны возродит дирижаблестроение для военных нужд россии  минобороны возрождать дирижаблестроение военный нужда россия,REAL,0
Поздравляем! Выиграли iPhone 15 Pro! Введите данные,2,2
Служба безопасности: подозрительная активность,2,2
Счёт заблокирован! SMS-код по ссылке,2,2
папа римский в середине марта просил о встрече с путиным из за войны в украине  ответа он до сих пор не получил папа римский середина март просить встреча путин война украина ответ сей пора получать,FAKE,1
брюс уиллис «приостановил актерскую карьеру» из за нарушения речи брюс уиллис приостанавливать актерский карьера нарушение речь,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
«договорились оставить прошлое позади»  президенты украины и германии провели 45 минутный телефонный разговор договариваться оставлять прошлое позади »   президент украина германия проводить минутный телефонный разговор,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
Счёт заблокирован! SMS-код по ссылке,2,2
следственный комитет белоруссии вызвал джо байдена на допрос по делу о покушении на александра лукашенко  следственный комитет белоруссия вызывать джо байден допрос дело покушение александр лукашенко,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
международная автомобильная федерация начала расследование против 15 летнего гонщика из россии из за нацистского приветствия  сам подросток извинился международный автомобильный федерация начинать расследование против летний гонщик россия нацистский приветствие подросток извиняться,FAKE,1
шнуров отреагировал на повышение цен на водку матерным стихотворением шнур отреагировать повышение цена водка матерный стихотворение,FAKE,1
Поздравляем! Выиграли 100 000₽! Получите по ссылке,2,2
мид армении опроверг информацию о ящиках с абрикосами выпавших из автомобиля посольства  мид армения опровергать информация ящик абрикос выпадать автомобиль посольство,REAL,0
в турции рассказали об отношении к первому намазу в соборе святой софии турция рассказывать отношение первый намаз собор святой софия,FAKE,1
россия опровергла обвинения в сговоре по делу mh17 россия опровергать обвинение сговор дело mh17,FAKE,1
сотрудники посольства сша раздавали одеяла участникам лгбт парада накануне вспышки обезьяньей оспы  сотрудник посольство сша раздавать одеяло участник лгбт парад накануне вспышка обезьяний оспа,REAL,0
французские санта клаусы в знак протеста пройдут в новогоднюю ночь по елисейским полям в жёлтых жилетах  французский санта клаус знак протест проходить новогодний ночь елисейский поле желтый жилет,REAL,0
возможный удар по крымскому мосту 9 мая  отмена границ польши с украиной  горящий «адмирал макаров»  главное за день возможный удар крымский мост май отмена граница польша украина гореть адмирал макаров »   главное день,FAKE,1
«бесплатные кружки марксизма ленинизма в каждом районе»  интервью с главным коммунистом россии максимом сурайкиным  бесплатный кружка марксизм ленинизм каждый район »   интервью главный коммунист россия максим сурайкин,REAL,0
байден объявил о вводе войск в афганистан в ответ на теракт в аэропорту кабула  байден объявлять ввод войско афганистан ответ теракт аэропорт кабул,REAL,0
«доверия к этим людям давно уже нет»  мария захарова — об украинской делегации на переговорах доверие человек давно »   мария захаров  —  украинский делегация переговоры,FAKE,1
внук алана даллеса стал заместителем директора цру  внук алан даллес становиться заместитель директор цру,REAL,0
президент польши объявил о возможном вводе войск в белоруссию  президент польша объявлять возможный ввод войско белоруссия,REAL,0
в россии объяснили выбор танзании в качестве одной из первых открытых стран россия объяснять выбор танзания качество первый открытый страна,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
мвд украины объяснило штурм после задержания террориста мвд украина объяснять штурм задержание террорист,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
российские производители алкоголя не смогли поставить продукцию в магазины из за ddos атаки сторонников украины российский производитель алкоголь смочь поставлять продукция магазин ddos атака сторонник украина,FAKE,1
евросоюз созывает конференцию по пересмотру итогов нюрнбергского трибунала  евросоюз созывать конференция пересмотр итог нюрнбергский трибунал,REAL,0
самый богатый российский сенатор в 2021 году заработал более 4 миллиардов рублей  такой доход задекларировал валерий пономарев самый богатый российский сенатор год зарабатывать миллиард рубль доход задекларировать валерий пономарев,FAKE,1
"Ваш баланс 1000$, вывести после проверки 2000₽",2,2
андерс брейвик вышел из тюрьмы по удо  андерс брейвик выходить тюрьма удо,REAL,0
«карма — штука жестокая»  советник главы офиса президента украины прокомментировал взрывы в белгородской  воронежской и курской областях карма  —  штука жестокий »   советник глава офис президент украина прокомментировать взрыв белгородский воронежский курский область,FAKE,1
«нужно давать дорогу молодым» — 65 летний губернатор томской области объявил  что покидает свой пост нужно давать дорога молодой » —  летний губернатор томский область объявлять покидать свой пост,FAKE,1
"Ваш баланс 5000₽, вывести после комиссии 500$",2,2
стало известно о сложной операции королю саудовской аравии становиться известный сложный операция король саудовский аравия,FAKE,1
"Ваш баланс 5000₽, вывести после проверки 2000₽",2,2
мвд россии объявило в розыск участницу pussy riot марию алехину мвд россия объявлять розыск участница pussy riot мария алехин,FAKE,1
ркн запретил сми размещать негативные новости рядом с материалами про успехи страны и единой россии  ркн запрещать сми размещать негативный новость рядом материал успех страна единый россия,REAL,0
вблизи бучи  по данным полиции украины  нашли новое захоронение  руки погибших людей связаны  на глазах — повязки вблизи буча данные полиция украина находить новый захоронение рука погибший человек связывать глаз  —  повязка,FAKE,1
генри киссинджер отметил 99 летие в крыму  генри киссинджер отмечать летие крым,REAL,0
пашинян  армения хочет участвовать и в нато и в одкб  пашинян армения хотеть участвовать нато одкб,REAL,0
Тинькофф Внимание!: введите SMS-код по ссылке,2,2
названа доля многодетных семей в россии называть доля многодетный семья россия,FAKE,1
британец публично осудил бориса джонсона и королеву елизавету чтобы не потерять рабочее место в мгу  британец публично осуждать борис джонсон королева елизавета потерять рабочий место мгу,REAL,0
минобороны рф заявило о ракетном ударе по военному заводу на окраине киева  после удара город оказался частично обесточен минобороны заявлять ракетный удар военный завод окраина киев удар город оказываться частично обесточивать,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
сценарист «карточного домика» бо уиллимон приехал в украину снимать документальный фильм о войне  он посетил бучу и бородянку сценарист карточный домик уиллимон приезжать украина снимать документальный фильм война посещать буча бородянка,FAKE,1
чернокожий подросток заработал на продаже разрешений на слово «ниггер» чернокожий подросток зарабатывать продажа разрешение слово ниггер,FAKE,1
умер владимир жириновский умирать владимир жириновский,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
el pais сообщила о планах обязать страны ес делиться друг с другом газом  дмитрий медведев увидел в этом «призрак коммунизма» pais сообщать план обязывать страна делиться друг друг газ дмитрий медведев увидеть призрак коммунизм,FAKE,1
на встрече в аризоне трамп угощал избирателей мороженым  встреча аризона трамп угощать избиратель мороженое,REAL,0
«газпром» бесплатно проведет газ в отдалённые кубинские деревни  газпром бесплатно проводить газ отдаленный кубинский деревня,REAL,0
«отвергайте каждый контракт  поддерживающий войну и пропаганду» — покинувший рф экс замгендиректора «аэрофлота» обратился к коллегам отвергать каждый контракт поддерживать война пропаганда » —  покидать экс замгендиректор аэрофлот обращаться коллега,FAKE,1
в госдуме создана комиссия по созданию новых комиссий в госдуме  госдума создавать комиссия создание новый комиссия госдума,REAL,0
"Баланс 5000$, выведешь после депозита 1000$",2,2
британское телевидение вырежет из мультфильма «чебурашка и крокодил гена» старуху шапокляк  британский телевидение вырезать мультфильм чебурашка крокодил гена старуха шапокляк,REAL,0
еврокомиссия анонсировала новые санкции  отказ от российской нефти  запрет на вещание телеканалов и отключение «сбера» от swift еврокомиссия анонсировать новый санкция отказ российский нефть запрет вещание телеканал отключение сбер swift,FAKE,1
отвлечение внимания от суда над навальным станет основой военной доктрины россии в 2022 году  отвлечение внимание суд навальный становиться основа военный доктрина россия год,REAL,0
виталий милонов предложил запретить работу секс шопов в россии  виталий милон предлагать запрещать работа секс шоп россия,REAL,0
папа римский причислил навального к лику святых  папа римский причислять навальный лик святой,REAL,0
«никаких сепаратных договоров за спиной беларуси быть не может»  лукашенко потребовал участия беларуси в переговорах рф и украины никакой сепаратный договор спина беларусь мочь »   лукашенко потребовать участие беларусь переговоры украина,FAKE,1
лукашенко пригрозил литовским танкам белорусской картошкой  лукашенко пригрозить литовский танк белорусский картошка,REAL,0
одержимая фанатка киану ривза начала преследовать его возлюбленную одержимый фанатка киану ривз начинать преследовать возлюбленная,FAKE,1
Поздравляем! Выиграли iPhone 15 Pro! Введите данные,2,2
в белоруссии журналистке телеканала «белсат» предъявили обвинение в госизмене  ей грозит 15 лет тюрьмы белоруссия журналистка телеканал белсат предъявлять обвинение госизмена грозить год тюрьма,FAKE,1
коммунисты нигерии раздали по одному ведру нефти своим избирателям  коммунист нигерия раздавать ведро нефть свой избиратель,REAL,0
в омской области пожары уничтожают жилые дома  губернатор дал поручение ввести в регионе режим чс омский область пожар уничтожать жилой дом губернатор давать поручение вводить регион режим,FAKE,1
валерий рашкин  лося мне подбросили  валерий рашкин лось подбрасывать,REAL,0
начальник в беде! Срочно срочно на карту,2,2
"в новогоднюю ночь федеральные каналы покажут повтор «прямой линии» с путиным вместо «голубого огонька»  новогодний ночь федеральный канал показывать повтор прямой линия путин вместо голубой огонек » 
",REAL,0
во владивостоке по ошибке показали новогоднее поздравление президента с 2027 годом  владивосток ошибка показывать новогодний поздравление президент год,REAL,0
дональд трамп открыл счёт в сбербанке  дональд трамп открывать счет сбербанк,REAL,0
квартиры в москве перестали покупать за наличные квартира москва переставать покупать наличные,FAKE,1
разведка великобритании  на фоне растущих потерь россия привлекает военных запаса и занимается вербовкой в приднестровье разведка великобритания фон расти потеря россия привлекать военный запас заниматься вербовка приднестровье,FAKE,1
россия готовит соглашения с «днр» и «лнр» о передаче вывезенных из украины детей сирот в российские семьи россия готовить соглашение днр лнр передача вывозить украина ребенок сирота российский семья,FAKE,1
американские архивы подтверждают версию самоубийства троцкого  американский архив подтверждать версия самоубийство троцкий,REAL,0
сми сообщили о безуспешных попытках лукашенко дозвониться до мишустина  сми сообщать безуспешный попытка лукашенко дозваниваться мишустина,REAL,0
виктора шендеровича обвинили в сексуальных домогательствах виктор шендерович обвинять сексуальный домогательство,FAKE,1
минюст создал реестр физлиц «иноагентов»  в него включили журналистов евгения киселева и матвея ганапольского минюст создавать реестр физлиц иноагент »   включать журналист евгений киселев матвей ганапольский,FAKE,1
минобороны рф объявило об уничтожении у змеиного двух украинских самолетов и вертолета  в украине — об уничтожении трех российских катеров и вертолета минобороны объявлять уничтожение змеиный украинский самолет вертолет украина  —  уничтожение российский катер вертолет,FAKE,1
евгения васильева возглавит счетную палату  евгения васильев возглавлять счетный палата,REAL,0
днр сообщила о согласовании новых мер по контролю за режимом прекращения огня днр сообщать согласование новый мера контроль режим прекращение огонь,FAKE,1
Служба безопасности: подозрительная активность,2,2
"Ваш баланс 1000$, вывести после проверки 2000₽",2,2
Счёт заблокирован! SMS-код по ссылке,2,2
Поздравляем! Выиграли Tesla Model 3! Введите данные,2,2
вызвавший конфликт между скр и генпрокуратурой следователь уволился вызывать конфликт скр генпрокуратура следователь увольняться,FAKE,1
в россии повысят цены на водку россия повышать цена водка,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
владеющие прачечной пенсионеры снялись в забытых клиентами вещах и прославились владеть прачечная пенсионер сниматься забывать клиент вещь прославляться,FAKE,1
в связи с забастовкой из посольств израиля временно вывезут все атомные бомбы  связь забастовка посольство израиль временно вывозить атомный бомба,REAL,0
the moscow times сообщило  что администрация президента запретила «яндексу» продавать «новости» и «дзен»  в компании это отрицают the moscow times сообщать администрация президент запрещать яндекс продавать новость дзен »   компания это отрицать,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
дмитрий песков не осведомлен о своей отправке на курсы повышения квалификации  дмитрий песок осведомлять свой отправка курсы повышение квалификация,REAL,0
пентагон заявил о «безнравственности» путина в украине пентагон заявлять безнравственность путин украина,FAKE,1
обнаглевшего сына королевой отправят в четырехлетнюю ссылку никакой благодарности обнаглеть сын королева отправлять четырехлетний ссылка никакой благодарность,REAL,0
коллега в беде! Срочно срочно на карту,2,2
"пограничники обстреляли фрегат «адмирал эссен» приняв его за эсминец «дефендер»  пограничник обстреливать фрегат адмирал эссен принимать эсминец дефендер » 
",REAL,0
россия выиграла спор у европы россия выигрывать спор европа,FAKE,1
Служба безопасности: нарушение правил,2,2
российских изобретателей обяжут регистрировать международные патенты на государство а не на себя  российский изобретатель обязывать регистрировать международный патент государство,REAL,0
украина согласовала гуманитарный коридор из мариуполя в запорожье  мэр города призвал жителей эвакуироваться украина согласовывать гуманитарный коридор мариуполь запорожье мэр город призывать житель эвакуироваться,FAKE,1
прокуратура объявила пропавшего после затопления «москвы» срочника «отсутствующим в воинской части» прокуратура объявлять пропадать затопление москва срочник отсутствовать воинский часть,FAKE,1
суд постановил выплатить восемь миллионов рублей двум матерям и их детям  которых перепутали в роддоме в 1982 году суд постанавливать выплачивать восемь миллион рубль мать ребенок который перепутывать роддом год,FAKE,1
президент грузии переименовала батуми в хургаду для восстановления турпотока из россии  президент грузия переименовывать батуми хургада восстановление турпоток россия,REAL,0
хакеры из anonymous получили доступ к документам липецкого завода  который ремонтирует российскую военную технику хакер anonymous получать доступ документ липецкий завод который ремонтировать российский военный техника,FAKE,1
кайл риттенхаус проведёт мастер класс для польских пограничников  кайло риттенхаус проводить мастер класс польский пограничник,REAL,0
депутаты избранные в госдуму в 20 лет смогут уйти на пенсию в 30  депутат избранный госдума год смочь уходить пенсия,REAL,0
си цзиньпин поблагодарил иа панорама за объективное освещение ситуации с коронавирусом 2019 ncov  цзиньпина поблагодарить панорама объективный освещение ситуация коронавирус ncov,REAL,0
